99,36,80,-84,-60,76,-82,99,-65,76,-91,-103,-93,69,-94,-54,-73,97,-83,-55
-75,-100,-83,-98,-67,-74,-87,-47,-8,-52,-74,-97,-92,-88,-93,-87,-63,-86,-94,-53
71,-69,-80,-77,-66,-64,-89,-60,-63,-66,83,-94,-73,-60,-100,-69,24,-69,-56,-56
93,5,72,69,81,76,68,87,60,81,48,98,-64,82,80,-58,-10,80,84,77
91,26,-72,-85,81,-69,61,85,-101,-91,-71,89,-46,65,41,-10,-73,-67,-95,-102
92,95,62,67,93,77,67,77,59,82,56,6,97,72,85,51,-4,97,37,80
93,57,79,69,66,17,68,87,47,-41,58,81,97,70,-84,97,22,97,49,-53
83,32,88,72,34,59,74,-49,-91,-58,57,-40,-73,-87,-102,-76,36,-95,44,91
93,57,79,72,62,77,65,87,60,82,32,75,97,70,79,89,23,17,84,83
24,-95,-86,36,-80,-73,-89,-56,57,-45,-81,-8,-76,-94,107,-80,-65,-2,-93,-47
70,11,-80,-74,-66,-84,-83,-64,-61,-51,83,-26,-92,-52,-100,93,-39,-68,-37,-56
92,30,-74,40,11,-35,47,31,29,-11,55,85,94,75,-26,113,97,-87,42,105
18,-54,72,57,-68,-83,-39,-59,39,-50,-58,-75,-93,-78,-100,-63,72,-80,-82,-61
76,-60,-64,-100,-66,-54,-25,-47,-95,-66,-64,-96,-26,-77,-121,100,-64,-85,-86,-71
93,30,69,52,98,-69,-31,-59,39,-51,-58,-80,-93,-78,-100,-63,72,-66,-94,-61
46,-49,-86,-62,-12,-64,-107,29,34,-32,66,-94,-96,-72,-74,79,-56,-55,-76,70
55,79,66,82,-61,-8,56,-22,-68,-26,-79,-90,100,71,-76,65,-41,40,23,7
80,-94,-81,-77,-66,-54,-24,-52,-94,-58,-85,-95,-104,-41,-16,-100,-63,-81,-95,-8
92,-92,85,40,11,-38,39,31,31,-5,63,-80,94,75,-26,-68,77,-87,-94,105
92,33,72,-68,-78,76,1,95,-68,-37,47,-96,83,84,-65,-75,76,-88,-83,-59
37,106,-79,40,-67,-61,11,-53,-77,78,93,-34,-40,108,-21,-90,95,38,-96,-53
-103,-96,-82,-118,-67,-71,-90,-44,-90,-63,-82,-97,-89,-88,-101,-86,-63,-86,-94,-53
35,-96,-82,-77,-66,-57,-88,-102,-97,-64,-75,-96,-70,-93,-101,-86,-73,-83,-94,-72
93,85,72,69,81,76,68,87,41,81,24,98,98,83,14,-58,-20,16,84,66
95,98,63,79,91,44,67,77,73,77,84,13,98,72,85,53,0,39,-95,85
71,-69,-80,-77,-66,-84,-84,-60,-63,-66,83,-94,-73,-52,-100,-53,24,-69,-76,-56
