-30,-96,-95,-41,-87,-61,51,-12,-2,-61,-59,-66,-80,-78,-48,75,-88,-38,-72,86
-15,-75,6,71,74,-38,44,-20,76,-95,-36,-43,52,-78,21,77,67,-46,90,-83
86,62,54,102,-49,-62,84,-43,78,0,77,44,93,100,97,-34,80,-69,29,-46
45,80,2,-42,-10,-79,57,-11,63,84,42,53,91,-69,-58,-87,-85,-42,-58,-93
85,76,36,45,79,81,87,-47,80,81,40,58,93,101,96,-23,98,-47,90,-46
-28,48,-98,-64,-90,-62,39,-45,-82,-68,-43,-47,-80,-78,-49,-78,-90,-47,-81,-88
84,78,55,106,-58,-87,90,85,75,-20,96,57,92,101,90,-38,94,77,81,67
83,84,8,9,59,-84,59,8,-77,9,83,71,-41,82,-9,-95,-63,93,-10,-93
82,76,37,85,105,76,98,94,97,72,26,52,-4,96,92,99,98,78,76,72
-1,74,55,83,-49,-62,86,95,96,-15,95,44,28,-34,84,-89,78,77,34,-47
33,-102,-52,-80,-87,-61,-56,-51,-69,30,-37,-40,-76,72,-20,-32,-52,-47,-84,-41
-26,84,-90,79,61,83,41,51,58,81,99,53,86,90,39,91,-77,87,-79,-90
-29,78,76,50,8,-83,52,85,-62,-57,97,62,68,78,90,61,87,67,84,67
-31,-73,2,-81,-91,-61,50,-45,-89,-59,-99,-65,-80,-79,-49,-81,-75,-46,-78,83
91,-83,8,-63,-62,-61,52,-13,-79,-89,-100,-52,-78,-81,-47,55,-63,-45,-80,-91
92,79,20,-49,61,5,42,58,108,72,95,36,13,53,89,4,87,65,82,74
-7,-67,-87,-88,-59,-56,84,-8,87,54,76,-93,-98,-75,86,83,-87,-43,-93,45
26,75,75,74,78,-72,47,71,60,80,79,107,16,96,-31,56,-84,-47,63,74
93,-53,6,71,100,66,44,-20,40,-11,-109,-8,9,-85,21,-94,48,-46,-47,-83
93,-75,-79,-41,76,-36,50,-20,-4,88,62,-61,-78,-49,-48,77,-77,-45,90,76
28,-71,22,-84,61,5,98,84,95,99,98,-62,92,72,71,50,86,83,70,70
